,Unnamed: 0,State,District,Persons,Males,Females,Growth (1991 - 2001),Rural,Urban,Scheduled Caste population,Percentage - SC to total,Number of households,Household size (per household),Sex ratio (females per 1000 males),Sex ratio (0-6 years),Scheduled Tribe population,Percentage to total population (ST),Persons- literate,Males- Literate,Females- Literate,Persons- literacy rate,Males- Literatacy Rate,Females- Literacy Rate,Total Educated,Data without level,Below Primary,Primary,Middle,Matric/Higher Secondary/Diploma,Graduate and Above,0 - 4 years,5 - 14 years,15 - 59 years,60 years and above (Incl. A.N.S.),Total workers,Main workers,Marginal workers,Non-workers,SC#1 Name,SC#1 Population,SC#2 Name,SC#2 Population,SC#3 Name,SC#3 Population,Religeon#1 Name,Religeon#1 Population,Religeon#2 Name,Religeon#2 Population,Religeon#3 Name,Religeon#3 Population,ST#1 Name,ST#1 Population,ST#2 Name,ST#2 Population,ST#3 Name,ST#3 Population,Imp Town#1 Name,Imp Town#1 Population,Imp Town#2 Name,Imp Town#2 Population,Imp Town#3 Name,Imp Town#3 Population,Total Inhabited Villages,Drinking water facilities,Safe Drinking water,Electricity (Power Supply),Electricity (domestic),Electricity (Agriculture),Primary school,Middle schools,Secondary/Sr Secondary schools,College,Medical facility,Primary Health Centre,Primary Health Sub-Centre,"Post, telegraph and telephone facility",Bus services,Paved approach road,Mud approach road,Permanent House,Semi-permanent House,Temporary House
14,15,Karnataka,"District Shimoga (15), Karnataka (29)",1642545.0,830559.0,811986.0,12.9,1071535,571010,269519,16.41,341224.0,5.0,978.0,955.0,55997.0,3.41,1068934.0,593890.0,475044.0,74.52,82.01,66.88,1068934.0,12369.0,269618.0,307761.0,145435.0,263089.0,70661.0,146012.0,338653.0,1037965.0,119915.0,714671.0,586832.0,127839.0,927874.0,1.Bhovi,76230.0,2.Adi Karnataka,71793.0,3.Banjara etc.,49889.0,1.Hindus,1401087.0,2.Muslims,200979.0,3.Christians,26474.0,1.Naikda etc.,42848,2.Hasalaru,6754.0,3.Meda,3159,1.Shimoga (CMC),274352.0,2.Bhadravati (CMC),160662.0,3.Sagar (TMC),50131.0,1443.0,1415.0,1411.0,1399.0,-,-,989.0,626.0,199.0,10.0,311.0,51.0,170.0,1046.0,980.0,1014.0,1078.0,45.3,47.3,7.4
15,16,Karnataka,"District Udupi * (16), Karnataka (29)",1112243.0,522231.0,590012.0,6.88,905890,206353,67689,6.09,,,,,,,810584.0,409135.0,401449.0,81.25,88.23,75.19,,,,,,,,,,,,488173.0,417287.0,70886.0,624070.0,1.Adi Dravida,38447.0,2.Moger,6171.0,3.Mundala,4689.0,1.Hindus,958389.0,2.Muslims,83059.0,3.Christians,65634.0,1.Marati,,2.Koraga,,3.Naikda,etc.,1.Udupi (CMC),113112.0,2.Kundapura (TMC),28591.0,3.Karkal (TMC),25116.0,,,,,,,,,,,,,,,,,,53.2,39.9,6.8
16,17,Karnataka,"District Chikmagalur (17), Karnataka (29)",1140905.0,574911.0,565994.0,11.98,918181,222724,233134,20.43,246110.0,5.0,984.0,958.0,41019.0,3.6,723610.0,404743.0,318867.0,72.2,80.29,64.01,723610.0,12820.0,174942.0,217446.0,104208.0,175305.0,38887.0,97475.0,226638.0,724868.0,91924.0,516677.0,428830.0,87847.0,624228.0,1.Adi Karnataka,93395.0,2.Banjara etc.,35707.0,3.Bhovi,26661.0,1.Hindus,1004674.0,2.Muslims,94429.0,3.Christians,27501.0,1.Naikda etc.,17797,2.Hasalaru,11949.0,3.Gowdalu,7067,1.Chikmagalur (CMC),101251.0,2.Tarikere (TP),34066.0,3.Kadur (TMC),30814.0,1034.0,1029.0,1019.0,1034.0,-,-,518.0,465.0,188.0,7.0,161.0,51.0,113.0,580.0,572.0,668.0,893.0,44.8,49.1,6.0
17,18,Karnataka,"District Tumkur (18), Karnataka (29)",2584711.0,1313801.0,1270910.0,11.87,2077509,507202,474044,18.34,550473.0,5.0,967.0,949.0,193819.0,7.5,1525485.0,887341.0,638144.0,67.01,76.78,56.94,1525485.0,26140.0,353737.0,442987.0,246919.0,376384.0,79317.0,213120.0,543436.0,1590903.0,237252.0,1316939.0,1050291.0,266648.0,1267772.0,1.Madiga,159807.0,2.Adi Karnataka,111569.0,3.Bhovi,66678.0,1.Hindus,2349801.0,2.Muslims,211732.0,3.Christians,7736.0,1.Naikda etc.,190570,2.Meda,1131.0,3.Soligaru,697,1.Tumkur (CMC),248929.0,2.Tiptur (TMC),53104.0,3.Sira (TMC),50088.0,2574.0,2477.0,2475.0,2573.0,-,-,2123.0,1321.0,483.0,12.0,382.0,85.0,287.0,1284.0,1554.0,1562.0,1635.0,61.2,24.9,13.8
18,19,Karnataka,"District Kolar (19), Karnataka (29)",2536069.0,1286193.0,1249876.0,13.83,1910546,625523,671692,26.49,504185.0,5.0,972.0,959.0,205711.0,8.11,1382267.0,815459.0,566808.0,62.84,73.17,52.23,1382267.0,25706.0,329607.0,404772.0,223831.0,332698.0,65652.0,230185.0,573769.0,1515044.0,217071.0,1235028.0,1014667.0,220361.0,1301041.0,1.Adi Karnataka,269119.0,2.Adi Dravida,129160.0,3.Bhovi,121658.0,1.Hindus,2196660.0,2.Muslims,298767.0,3.Christians,32547.0,1.Naikda etc.,200457,2.Meda,1582.0,3.Hakkipikki,1089,1.Robertson Pet (CMC),141424.0,2.Kolar (CMC),113907.0,3.Chintamani (CMC),65493.0,2919.0,2797.0,2781.0,2785.0,-,-,2342.0,1073.0,251.0,15.0,490.0,85.0,375.0,1211.0,1973.0,1726.0,1934.0,69.2,20.0,10.8
19,20,Karnataka,"District Bangalore (20), Karnataka (29)",6537124.0,3426599.0,3110525.0,34.8,777137,5759987,851047,13.02,1460697.0,4.0,908.0,942.0,86018.0,1.32,4782565.0,2663055.0,2119510.0,82.96,87.92,77.48,4782565.0,59922.0,665866.0,993052.0,591695.0,1735275.0,736744.0,533851.0,1216105.0,4367420.0,419748.0,2566914.0,2378180.0,188734.0,3970210.0,1.Adi Karnataka,343453.0,2.Adi Dravida,247655.0,3.Bhovi,90632.0,1.Hindus,5188807.0,2.Muslims,874600.0,3.Christians,378978.0,1.Naikda etc.,53240,2.Generic Tribes etc.,12473.0,3.Gowdalu,4641,1.Bangalore (M Corp.),4301326.0,2.Dasarahalli (CMC),264940.0,3.Bommanahalli (CMC),201652.0,668.0,651.0,650.0,644.0,-,-,561.0,277.0,94.0,14.0,144.0,25.0,104.0,424.0,480.0,504.0,665.0,89.7,8.5,1.7
20,21,Karnataka,"District Bangalore Rural (21), Karnataka (29)",1881514.0,962183.0,919331.0,12.21,1474118,407396,377679,20.07,,,,,,,1071327.0,625966.0,445361.0,64.7,73.99,54.99,,,,,,,,,,,,892531.0,726652.0,165879.0,988983.0,1.Adi Karnataka,187996.0,2.Madiga,58610.0,3.Bhovi,46391.0,1.Hindus,1693838.0,2.Muslims,170570.0,3.Christians,8737.0,1.Naikda,etc.,2.Iruliga,,3.Meda,,1.Ramanagaram (CMC),79394.0,2.Dod Ballapur (CMC),71606.0,3.Channapatna (CMC),63577.0,,,,,,,,,,,,,,,,,,56.6,29.4,14.0
21,22,Karnataka,"District Mandya (22), Karnataka (29)",1763705.0,888034.0,875671.0,7.14,1480990,282715,247213,14.02,373672.0,5.0,986.0,934.0,17193.0,0.97,951460.0,551271.0,400189.0,61.05,70.5,51.53,951460.0,18018.0,199499.0,286608.0,170984.0,230259.0,46091.0,142951.0,360414.0,1096888.0,163452.0,840419.0,682440.0,157979.0,923286.0,1.Adi Karnataka,172297.0,2.Madiga,27497.0,3.Bhovi,18352.0,1.Hindus,1667640.0,2.Muslims,69890.0,3.Buddhists,11093.0,1.Naikda etc.,11246,2.Meda,2155.0,3.Soligaru,2055,1.Mandya (CMC),131179.0,2.Malavalli (TMC),35851.0,3.Maddur (TMC),26521.0,1369.0,1330.0,1322.0,1323.0,-,-,1185.0,787.0,242.0,17.0,458.0,113.0,309.0,684.0,842.0,1022.0,1075.0,56.8,34.4,8.8
22,23,Karnataka,"District Hassan (23), Karnataka (29)",1721669.0,859086.0,862583.0,9.66,1416996,304673,311726,18.11,364806.0,5.0,1004.0,958.0,26451.0,1.54,1044584.0,593329.0,451255.0,68.63,78.37,59.0,1044584.0,13691.0,238258.0,313894.0,187201.0,239412.0,52127.0,140986.0,348986.0,1081127.0,150570.0,864711.0,702827.0,161884.0,856958.0,1.Adi Karnataka,202565.0,2.Madiga,29293.0,3.Bhovi,24719.0,1.Hindus,1587287.0,2.Muslims,104730.0,3.Christians,15598.0,1.Naikda etc.,21430,2.Meda,1798.0,3.Hakkipikki,799,1.Hassan (CMC),116574.0,2.Arsikere (TMC),43140.0,3.Channarayapatna (TMC),33253.0,2394.0,2330.0,2325.0,2341.0,-,-,1990.0,1016.0,313.0,8.0,482.0,80.0,379.0,1311.0,1320.0,1859.0,2069.0,32.8,64.5,2.6
23,24,Karnataka,"District Dakshina Kannada (24), Karnataka (29)",1897730.0,938434.0,959296.0,14.51,1168428,729302,131160,6.91,362216.0,5.0,1022.0,951.0,62936.0,3.32,1391738.0,736962.0,654776.0,83.35,89.7,77.21,1391738.0,6826.0,338980.0,483612.0,157540.0,310789.0,93990.0,162895.0,368371.0,1207195.0,159269.0,946390.0,841509.0,104881.0,951340.0,1.Moger,41140.0,2.Holaya etc.,27390.0,3.Adi Dravida,16486.0,1.Hindus,1301603.0,2.Muslims,418904.0,3.Christians,164982.0,1.Marati,36304,2.Naikda etc.,14104.0,3.Malaikudi,5854,1.Mangalore (M Corp.),399565.0,2.Ullal (TP),49895.0,3.Puttur(TMC),48070.0,354.0,354.0,354.0,354.0,-,-,352.0,342.0,192.0,11.0,327.0,56.0,272.0,349.0,346.0,345.0,345.0,48.2,47.2,4.6
24,25,Karnataka,"District Kodagu (25), Karnataka (29)",548561.0,274831.0,273730.0,11.64,473179,75382,67422,12.29,130110.0,4.0,996.0,976.0,46115.0,8.41,373541.0,200588.0,172953.0,77.99,83.7,72.26,373541.0,4273.0,83154.0,109557.0,61766.0,90068.0,24723.0,50319.0,106143.0,349834.0,42265.0,266378.0,247574.0,18804.0,282183.0,1.Adi Karnataka,36421.0,2.Pale,10945.0,3.Adi Dravida,3238.0,1.Hindus,450694.0,2.Muslims,78466.0,3.Christians,17951.0,1.Yerava,19480,2.Jenu Kuruba,10037.0,3.Naikda etc.,5671,1.Madikeri (TMC),32496.0,2.Virajpet (TP),15213.0,3.Kushalnagar (CT),13186.0,291.0,279.0,279.0,286.0,-,-,267.0,199.0,102.0,10.0,138.0,38.0,121.0,241.0,242.0,264.0,265.0,49.1,46.9,4.0
25,26,Karnataka,"District Mysore (26), Karnataka (29)",2641027.0,1344670.0,1296357.0,15.04,1658899,982128,467640,17.71,545741.0,5.0,964.0,961.0,271351.0,10.27,1471155.0,836195.0,634960.0,63.48,70.88,55.81,1471155.0,23181.0,306190.0,419378.0,217783.0,373399.0,131222.0,225010.0,551281.0,1649306.0,215430.0,1110264.0,926129.0,184135.0,1530763.0,1.Adi Karnataka,342533.0,2.Madiga,61232.0,3.Bhovi,25451.0,1.Hindus,2309267.0,2.Muslims,234302.0,3.Buddhists,37924.0,1.Naikda etc.,240130,2.Jenu Kuruba,15759.0,3.Soligaru,6243,1.Mysore (M Corp.),755379.0,2.Nanjangud (TMC),48232.0,3.Hunsur (TMC),43900.0,1216.0,1184.0,1173.0,1215.0,-,-,1101.0,714.0,227.0,9.0,459.0,85.0,354.0,774.0,997.0,904.0,1111.0,53.7,41.2,5.1
26,27,Karnataka,"District Chamarajanagar * (27), Karnataka (29)",965462.0,489940.0,475522.0,9.16,817372,148090,237624,24.61,203430.0,5.0,971.0,964.0,106111.0,10.99,432700.0,254672.0,178028.0,50.87,59.03,42.48,432700.0,12796.0,112389.0,133704.0,65811.0,88966.0,19034.0,79640.0,197064.0,601539.0,87219.0,448369.0,336961.0,111408.0,517093.0,1.Adi Karnataka,183637.0,2.Madiga,29023.0,3.Bhovi,7074.0,1.Hindus,863591.0,2.Muslims,39764.0,3.Buddhists,34114.0,1.Naikda etc.,86888,2.Soligaru,16075.0,3.Meda,902,1.Chamarajanagar (CMC),60558.0,2.Kollegal (TMC),52607.0,3.Gundlupet (TMC),26340.0,424.0,421.0,421.0,418.0,-,-,368.0,267.0,89.0,1.0,108.0,49.0,18.0,288.0,335.0,346.0,328.0,46.8,41.8,11.4
0,1,Jharkhand,"District Garhwa * (01), Jharkhand (20)",1035464.0,535332.0,500132.0,29.05,992825,42639,247280,23.88,174264.0,6.0,934.0,962.0,158959,15.35,317078.0,228151.0,88927.0,39.21,54.36,22.87,317078.0,13092.0,100712.0,92857.0,48324.0,51170.0,10916.0,150755.0,309986.0,505880.0,68843.0,402921.0,231057.0,171864.0,632543.0,1.Chamar etc.,88954.0,2.Bhuiya,66548.0,3.Dusadh etc.,47932.0,1.Hindus,867775.0,2.Muslims,149102.0,3.Christians,12353.0,1.Kharwar,72632,2.Oraon,41726,3.Korwa,19234,1.Garhwa (M),36686.0,2.Sinduria (CT),5953.0,,,858.0,858.0,849.0,190.0,139,58,566.0,155,42,2,116,18,54,126.0,99.0,180.0,800,8.9,90.4,0.7
1,2,Jharkhand,"District Palamu (02), Jharkhand (20)",2098359.0,1084417.0,1013942.0,26.8,1973266,125093,539701,25.72,352829.0,6.0,935.0,967.0,392325,18.7,750293.0,510338.0,239955.0,44.95,58.91,29.88,750293.0,33789.0,206209.0,216865.0,107506.0,150002.0,35898.0,280238.0,618580.0,1061090.0,138451.0,793658.0,444921.0,348737.0,1304701.0,1.Bhuiya,196812.0,2.Chamar etc.,145850.0,3.Dusadh etc.,90241.0,1.Hindus,1740948.0,2.Muslims,242980.0,3.Others,63100.0,1.Oraon,161452,2.Kharwar,91124,3.Chero,68966,1.Daltonganj (M),71422.0,2.Hussainabad (NA),23441.0,3.Latehar (NA),19082.0,2465.0,2465.0,2461.0,410.0,313,122,1474.0,335,-,8,349,45,98,324.0,305.0,581.0,2271,13.5,84.9,1.6
2,3,Jharkhand,"District Chatra * (03), Jharkhand (20)",791434.0,404067.0,387367.0,29.05,749414,42020,252809,31.94,129348.0,6.0,959.0,975.0,30384,3.84,270256.0,177950.0,92306.0,43.24,55.64,30.24,270256.0,11234.0,94507.0,81157.0,35306.0,39319.0,8712.0,109657.0,239539.0,394155.0,48083.0,299108.0,188843.0,110265.0,492326.0,1.Bhuiya,131535.0,2.Bhogta,57551.0,3.Chamar etc.,30699.0,1.Hindus,687846.0,2.Muslims,92434.0,3.Others,4999.0,1.Oraon,19295,2.Munda,5073,3.Birhor,1793,1.Chatra (M),42020.0,,,,,1343.0,1343.0,1343.0,131.0,103,7,558.0,104,4,1,30,8,12,75.0,51.0,172.0,1198,16.0,82.6,1.4
3,4,Jharkhand,"District Hazaribagh (04), Jharkhand (20)",2277475.0,1167793.0,1109682.0,24.02,1748406,529069,342059,15.02,391606.0,6.0,950.0,965.0,268333,11.78,1069890.0,683590.0,386300.0,57.74,71.81,42.87,1069890.0,19873.0,321029.0,282228.0,166762.0,214238.0,65684.0,281893.0,655942.0,1211787.0,127853.0,790049.0,532895.0,257154.0,1487426.0,1.Bhuiya,108104.0,2.Chamar etc.,92598.0,3.Dusadh etc.,35603.0,1.Hindus,1870586.0,2.Muslims,337117.0,3.Others,36789.0,1.Santhal,78111,2.Munda,58650,3.Bedia,47461,1.Hazaribag (M),127269.0,2.Saunda (CT),85075.0,3.Ramgarh Cantonment (CB),73434.0,1543.0,1543.0,1541.0,413.0,319,16,962.0,225,88,14,147,37,79,261.0,124.0,436.0,1306,46.0,53.5,0.4
4,5,Jharkhand,"District Kodarma * (05), Jharkhand (20)",499403.0,249549.0,249854.0,26.32,412654,86749,71695,14.36,78835.0,6.0,1001.0,974.0,4067,0.81,207495.0,140424.0,67071.0,52.2,70.94,33.61,207495.0,6584.0,70944.0,59545.0,25390.0,34863.0,10167.0,68435.0,143324.0,254310.0,33334.0,175010.0,109394.0,65616.0,324393.0,1.Chamar etc.,29251.0,2.Dusadh etc.,11368.0,3.Dhobi,7883.0,1.Hindus,421358.0,2.Muslims,74856.0,3.Sikhs,1025.0,1.Santhal,2271,2.Birhor,845,3.Oraon,293,1.Jhumri Tilaiya (M),69503.0,2.Kodarma (NA),17246.0,,,526.0,526.0,526.0,200.0,169,9,269.0,46,19,3,72,13,32,52.0,47.0,116.0,462,34.0,65.3,0.7
5,6,Jharkhand,"District Giridih (06), Jharkhand (20)",1904430.0,960679.0,943751.0,27.09,1782066,122364,248399,13.04,301872.0,6.0,982.0,977.0,184469,9.69,667385.0,469399.0,197986.0,44.5,62.09,26.62,667385.0,25575.0,231361.0,196026.0,90613.0,98939.0,24811.0,267261.0,558434.0,963754.0,114981.0,644644.0,340925.0,303719.0,1259786.0,1.Chamar etc.,123500.0,2.Turi,44063.0,3.Dusadh etc.,31313.0,1.Hindus,1475201.0,2.Muslims,383253.0,3.Others,30778.0,1.Santhal,167448,2.Generic Tribes etc.,5117,3.Ho,3383,1.Giridih (M),98989.0,2.Isri (CT),8804.0,3.Dhanwar (CT),7926.0,2532.0,2532.0,2529.0,481.0,388,41,1232.0,221,70,9,229,29,99,220.0,125.0,474.0,2246,28.9,70.6,0.6
6,7,Jharkhand,"District Deoghar (07), Jharkhand (20)",1165390.0,608878.0,556512.0,24.46,1005539,159851,146863,12.6,190037.0,6.0,914.0,972.0,142717,12.25,469652.0,327557.0,142095.0,50.09,66.38,31.99,469652.0,11055.0,151615.0,132877.0,67813.0,80065.0,26206.0,151695.0,326959.0,613372.0,73364.0,432714.0,283711.0,149003.0,732676.0,1.Chamar etc.,68806.0,2.Dom etc.,18820.0,3.Musahar,12017.0,1.Hindus,910409.0,2.Muslims,221705.0,3.Others,27263.0,1.Santhal,116227,2.Mal Pahariya,8251,3.Ho,6788,1.Deoghar (M),98388.0,2.Madhupur (M),47326.0,3.Jasidih (NA),14137.0,2356.0,2356.0,2355.0,289.0,248,9,768.0,156,49,7,94,18,49,149.0,146.0,304.0,2138,32.3,48.7,19.0
7,8,Jharkhand,"District Godda (08), Jharkhand (20)",1047939.0,544043.0,503896.0,21.61,1010931,37008,89678,8.56,192649.0,5.0,926.0,977.0,247538,23.62,363825.0,253504.0,110321.0,43.13,57.52,27.39,363825.0,16954.0,101438.0,101841.0,53607.0,72291.0,17374.0,132227.0,290930.0,556822.0,67960.0,421941.0,238694.0,183247.0,625998.0,1.Chamar etc.,36524.0,2.Dusadh etc.,12955.0,3.Dom etc.,9557.0,1.Hindus,745237.0,2.Muslims,210734.0,3.Others,68055.0,1.Santhal,196774,2.Mal Pahariya,18652,3.Oraon,6793,1.Godda (M),37008.0,,,,,1633.0,1633.0,1576.0,257.0,221,40,892.0,179,53,6,141,24,67,147.0,104.0,341.0,1261,23.2,27.4,49.5
8,9,Jharkhand,"District Sahibganj (09), Jharkhand (20)",927770.0,477662.0,450108.0,25.89,829639,98131,59750,6.44,173104.0,5.0,942.0,972.0,270423,29.15,275829.0,181716.0,94113.0,37.61,47.93,26.56,275829.0,8481.0,92769.0,72112.0,42219.0,46385.0,13814.0,129704.0,266752.0,485415.0,45899.0,388045.0,278407.0,109638.0,539725.0,1.Chamar etc.,12030.0,2.Dusadh etc.,9960.0,3.Rajwas,6731.0,1.Hindus,522620.0,2.Muslims,290060.0,3.Christians,58723.0,1.Santhal,205209,2.Mal Pahariya,20020,3.Sauria Paharia,16298,1.Sahibganj (M),80154.0,2.Rajmahal (NA),17977.0,,,1307.0,1307.0,1207.0,119.0,114,1,599.0,113,13,3,69,16,38,94.0,52.0,300.0,914,18.8,56.0,25.2
9,10,Jharkhand,"District Pakaur * (10), Jharkhand (20)",701664.0,358545.0,343119.0,24.34,665635,36029,22919,3.27,132987.0,5.0,957.0,964.0,312838,44.59,170931.0,114765.0,56166.0,30.65,40.23,20.61,170931.0,8025.0,59171.0,48036.0,24863.0,24190.0,6634.0,95152.0,201183.0,372830.0,32499.0,309575.0,209435.0,100140.0,392089.0,1.Chamar etc.,6881.0,2.Bhuiya,4403.0,3.Dom etc.,3185.0,1.Hindus,320632.0,2.Muslims,227069.0,3.Others,110628.0,1.Santhal,266066,2.Mal Pahariya,29083,3.Sauria Paharia,8252,1.Pakaur (M),36029.0,,,,,1128.0,1128.0,1077.0,70.0,63,-,596.0,82,12,1,94,13,47,82.0,94.0,198.0,801,12.4,58.1,29.5
10,11,Jharkhand,"District Dumka (11), Jharkhand (20)",1759602.0,897364.0,862238.0,17.31,1644690,114912,129318,7.35,331318.0,5.0,961.0,976.0,701903,39.89,690834.0,462781.0,228053.0,47.94,62.86,32.35,690834.0,21877.0,230245.0,209924.0,105943.0,99816.0,22993.0,208261.0,473559.0,972781.0,105001.0,778378.0,470354.0,308024.0,981224.0,1.Chamar etc.,33556.0,2.Baurri,30905.0,3.Dom etc.,29723.0,1.Hindus,1323468.0,2.Muslims,203741.0,3.Others,170201.0,1.Santhal,629338,2.Mal Pahariya,35113,3.Mahli,17079,1.Dumka (M),44989.0,2.Mihijam (NA),33236.0,3.Jamtara (NA),22558.0,3737.0,3737.0,3718.0,213.0,188,12,1732.0,320,68,15,312,53,132,302.0,282.0,693.0,3403,18.3,46.2,35.5
11,12,Jharkhand,"District Dhanbad (12), Jharkhand (20)",2397102.0,1278946.0,1118156.0,22.82,1141744,1255358,382969,15.98,427939.0,6.0,874.0,951.0,202729,8.46,1348584.0,860583.0,488001.0,67.0,79.54,52.43,1348584.0,27670.0,316204.0,325848.0,246471.0,329778.0,102522.0,253402.0,649208.0,1381462.0,113030.0,664058.0,492501.0,171557.0,1733044.0,1.Baurri,75949.0,2.Chamar etc.,73145.0,3.Bhuiya,57897.0,1.Hindus,1944757.0,2.Muslims,364807.0,3.Others,61505.0,1.Santhal,166591,2.Mahli,8863,3.Munda,6563,1.Dhanbad (M),199258.0,2.Bhuli (CT),89534.0,3.Jorapokhar (CT),85100.0,1121.0,1121.0,1121.0,503.0,426,10,708.0,183,61,14,154,19,59,178.0,77.0,482.0,993,63.4,33.2,3.4
12,13,Jharkhand,"District Bokaro * (13), Jharkhand (20)",1777662.0,938436.0,839226.0,22.11,973005,804657,236472,13.3,317378.0,6.0,894.0,949.0,218600,12.3,923150.0,600048.0,323102.0,62.1,76.04,46.33,923150.0,19929.0,198945.0,214614.0,159357.0,247536.0,82686.0,189029.0,471903.0,1030028.0,86702.0,509310.0,336131.0,173179.0,1268352.0,1.Chamar etc.,54843.0,2.Rajwas,41507.0,3.Baurri,35704.0,1.Hindus,1491855.0,2.Muslims,194735.0,3.Others,69202.0,1.Santhal,153612,2.Munda,16631,3.Karmali,11632,1.Bokaro Steel City (CT),393805.0,2.Chas (M),97221.0,3.Phusro (NA),83474.0,621.0,621.0,614.0,121.0,107,4,482.0,114,52,8,146,16,54,147.0,61.0,158.0,585,57.6,35.1,7.3
13,14,Jharkhand,"District Ranchi (14), Jharkhand (20)",2785064.0,1436976.0,1348088.0,25.72,1807243,977821,144116,5.17,505508.0,6.0,938.0,961.0,1164624,41.82,1500541.0,920164.0,580377.0,64.57,76.56,51.72,1500541.0,39249.0,339729.0,354556.0,249307.0,357487.0,160004.0,302609.0,735877.0,1569003.0,177575.0,1076904.0,750962.0,325942.0,1708160.0,1.Ghasi,34460.0,2.Bhogta,20177.0,3.Dhobi,18326.0,1.Hindus,1399301.0,2.Others,767672.0,3.Muslims,348774.0,1.Munda,531282,2.Oraon,458475,3.Lohra,69758,1.Ranchi (M Corp.),847093.0,2.Khunti (NA),29282.0,3.Churi (CT),25222.0,2052.0,2052.0,2033.0,331.0,328,2,1343.0,362,1,11,377,43,177,354.0,209.0,504.0,1860,32.6,65.9,1.5
14,15,Jharkhand,"District Lohardaga (15), Jharkhand (20)",364521.0,184507.0,180014.0,26.14,318325,46196,12811,3.51,65915.0,6.0,976.0,944.0,203053,55.7,156710.0,99218.0,57492.0,53.58,67.28,39.64,156710.0,3738.0,46441.0,42447.0,28107.0,27698.0,8227.0,47741.0,109562.0,184214.0,23004.0,153373.0,100918.0,52455.0,211148.0,1.Chamar etc.,4764.0,2.Turi,1865.0,3.Dhobi,1846.0,1.Others,172064.0,2.Hindus,104089.0,3.Muslims,73316.0,1.Oraon,164379,2.Lohra,9728,3.Munda,7615,1.Lohardaga (M),46196.0,,,,,352.0,352.0,351.0,45.0,42,7,254.0,68,6,1,69,11,50,71.0,7.0,99.0,319,10.9,88.8,0.2
15,16,Jharkhand,"District Gumla (16), Jharkhand (20)",1346767.0,675769.0,670998.0,16.6,1273025,73742,66757,4.96,253469.0,5.0,993.0,976.0,920597,68.36,568234.0,349223.0,219011.0,51.74,63.5,39.95,568234.0,12717.0,152438.0,159144.0,109189.0,108270.0,26466.0,161962.0,371009.0,715287.0,98509.0,658921.0,446953.0,211968.0,687846.0,1.Ghasi,18460.0,2.Bhogta,15842.0,3.Bhuiya,10302.0,1.Hindus,440373.0,2.Christians,425107.0,3.Others,419004.0,1.Oraon,428592,2.Munda,191788,3.Kharia,147914,1.Gumla (M),39761.0,2.Simdega (NA),33981.0,,,1393.0,1393.0,1390.0,92.0,74,6,1015.0,290,129,13,365,39,226,286.0,213.0,287.0,1263,9.2,90.4,0.4
16,17,Jharkhand,"District Pashchimi Singhbhum (17), Jharkhand (20)",2082795.0,1054641.0,1028154.0,16.35,1731897,350898,101629,4.88,405251.0,5.0,975.0,968.0,1111322,53.36,857301.0,567204.0,290097.0,50.17,65.6,34.37,857301.0,18091.0,206253.0,233474.0,156525.0,193556.0,49399.0,249509.0,562101.0,1149941.0,121244.0,917757.0,535154.0,382603.0,1165038.0,1.Bhuiya,37286.0,2.Ghasi,18264.0,3.Pan etc.,15106.0,1.Others,1043701.0,2.Hindus,890741.0,3.Muslims,72044.0,1.Ho,671093,2.Munda,155168,3.Santhal,126048,1.Adityapur (NA),119233.0,2.Chaibasa (M),63648.0,3.Chakradharpur (M),38403.0,2777.0,2777.0,2732.0,249.0,244,7,1914.0,485,25,15,449,57,110,205.0,239.0,625.0,2582,20.4,68.0,11.6
17,18,Jharkhand,"District Purbi Singhbhum (18), Jharkhand (20)",1982988.0,1027433.0,955555.0,22.66,891784,1091204,94095,4.75,374772.0,5.0,930.0,941.0,552187,27.85,1169213.0,700242.0,468971.0,68.79,79.44,57.32,1169213.0,19167.0,227792.0,263554.0,189301.0,333179.0,136165.0,190115.0,454201.0,1203034.0,135638.0,692664.0,455527.0,237137.0,1290324.0,1.Dhobi,19160.0,2.Ghasi,17142.0,3.Bhuiya,14102.0,1.Hindus,1318485.0,2.Others,408860.0,3.Muslims,184829.0,1.Santhal,293013,2.Bhumij,102071,3.Ho,50547,1.Jamshedpur (NA),573096.0,2.Mango (NA),166125.0,3.Bagbera (CT),67121.0,1610.0,1610.0,1605.0,455.0,445,15,906.0,194,22,3,118,8,59,137.0,160.0,266.0,1480,48.2,28.1,23.7
0,1,Sikkim,District North,41030.0,23414.0,17616.0,31.32,39782.0,1248.0,879.0,2.14,10921.0,4.0,752.0,995.0,21772.0,53.06,23572.0,15461.0,8111.0,67.21,75.69,55.39,23572.0,589.0,8674.0,5582.0,3788.0,4278.0,602.0,3916.0,10188.0,24387.0,2539.0,23542.0,17553.0,5989.0,17488.0,1.Kami (Nepali) etc.,590.0,2.Damai (Nepali),262.0,3.Sarki (Nepali),26.0,1.Buddhists,22603.0,2.Hindus,16128.0,3.Christians,1623.0,1.Lepcha,13539.0,2.Bhutia etc.,8230.0,3.Generic Tribes etc.,3.0,1.Mangan (NTA),1248.0,,,,,53.0,53.0,50.0,46.0,46.0,-,42.0,20.0,14.0,-,44.0,3.0,19.0,35.0,19.0,29.0,14.0,21.4,55.3,23.3
